ID,Valor,Otro
235,61.45,413
236,38.1,670
237,60.5,440
238,34.53,878
239,27.91,821
240,68.4,399
241,77.52,179
242,93.8,907
243,64.69,917
244,47.21,908
245,24.72,276
246,11.56,496
247,84.58,165
248,10.18,575
249,34.28,606
250,44.52,711
251,52.42,766
252,58.45,534
253,28.93,975
254,64.16,595
255,20.64,655
256,10.06,273
257,48.86,286
258,81.24,962
259,34.69,923
260,86.16,797
261,34.17,694
262,45.45,119
263,72.4,346
264,82.5,506
265,88.69,571
266,80.18,617
267,25.97,882
268,42.19,719
269,91.79,738
270,79.19,947
271,12.33,774
272,38.38,684
273,38.05,746
274,93.93,789
275,68.03,345
276,52.95,986
277,95.32,571
278,80.52,825
279,76.5,960
280,57.97,218
281,58.38,800
282,76.44,805
283,15.05,908
284,62.95,358
285,30.09,681
286,11.48,968
287,79.57,777
288,12.94,292
289,69.35,969
290,70.17,662
291,48.55,767
292,11.76,509
293,81.03,204
294,53.35,969
295,84.08,131
296,25.34,672
297,89.17,660
298,24.64,136
299,61.2,205
300,67.47,832
301,98.66,423
302,69.39,242
303,41.53,712
304,63.73,719
305,63.34,881
306,63.88,153
307,67.73,768
308,24.72,685
309,61.77,269
310,28.65,833
311,26.74,385
312,12.8,251
313,82.74,929
314,95.79,782
315,80.49,611
316,22.59,822
317,74.76,769
318,67.28,829
319,63.31,441
320,68.23,115
321,46.82,737
322,55.58,279
323,53.33,802
324,82.19,306
325,57.14,252
326,52.78,741
327,40.6,493
328,66.6,947
329,55.61,614
330,59.63,294
331,54.46,824
332,31.11,215
333,70.75,608
334,35.01,577
335,68.22,440
336,82.91,165
337,30.64,739
338,96.14,918
339,52.12,210
340,75.2,176
341,11.01,518
342,53.27,941
343,48.34,578
344,51.38,997
345,23.68,778
346,91.38,564
347,60.13,231
348,53.99,966
349,55.56,282
350,83.17,222
351,35.73,180
352,52.06,816
353,15.74,588
354,95.95,508
355,89.18,162
356,84.1,788
357,49.7,791
358,58.34,445
359,95.74,667
360,11.52,810
361,21.02,810
362,28.54,665
363,15.51,608
364,32.39,948
365,65.53,908
366,36.78,462
367,20.09,616
368,48.68,872
369,36.52,102
370,72.91,950
371,14.84,898
372,92.62,467
373,81.02,947
374,53.12,480
375,76.64,552
376,40.5,360
377,63.86,847
378,99.16,408
379,27.92,695
380,73.08,455
381,80.18,748
382,38.07,275
383,84.42,660
384,43.54,634
385,76.41,793
386,52.35,903
387,88.02,791
388,82.54,716
389,51.34,366
390,91.6,811
391,50.96,893
392,24.56,669
393,86.39,778
394,45.75,707
395,99.51,634
396,65.01,630
397,49.04,790
398,48.52,685
399,99.71,190
400,50.4,309
401,77.27,598
402,92.4,155
403,72.79,982
404,31.13,282
405,44.49,677
406,19.78,232
407,53.37,589
408,74.68,187
409,57.02,326
410,80.65,755
411,13.67,930
412,68.31,573
413,72.7,693
414,33.97,589
415,22.65,108
416,19.55,378
417,18.17,193
418,44.63,917
419,93.87,970
420,52.02,995
421,14.94,731
422,67.35,870
423,50.56,139
424,27.02,943
425,12.19,115
426,56.05,422
427,72.7,427
428,25.15,392
429,54.94,526
430,28.8,189
431,36.99,776
432,14.76,535
433,13.01,457
434,27.51,632
435,52.36,774
436,20.87,743
437,55.97,979
438,39.25,143
439,14.16,746
440,72.0,139
441,67.75,803
442,45.4,408
443,83.02,810
444,86.74,809
445,13.23,704
446,66.1,511
447,50.32,820
448,70.85,215
449,58.08,957
450,16.66,809
451,38.26,686
452,72.19,891
453,66.37,561
454,36.92,955
455,75.48,440
456,57.44,441
457,35.42,872
458,15.91,546
459,45.38,264
460,37.85,129
461,32.89,187
462,82.91,608
463,11.65,144
464,20.67,791
465,38.34,710
466,37.34,895
467,38.79,714
468,23.44,517
469,33.98,922
470,36.29,727
471,91.92,628
472,56.05,730
473,49.68,386
474,61.44,653
475,90.95,672
476,34.75,323
477,55.88,828
478,57.91,864
479,43.99,420
480,41.92,186
481,22.94,817
482,18.52,824
483,83.56,822
484,92.77,281
485,64.49,462
486,12.01,573
487,57.55,958
488,20.03,836
489,25.26,347
490,65.31,652
491,28.37,527
492,63.17,592
493,28.87,688
494,78.31,501
495,46.77,795
496,81.41,622
497,99.54,222
498,19.17,292
499,45.67,355
500,77.07,724
501,67.92,909
502,37.16,333
503,12.76,228
504,13.51,647
505,60.14,823
506,58.41,987
507,46.04,894
508,55.18,411
509,32.3,142
510,20.7,467
511,49.98,802
512,11.32,336
513,49.14,989
514,56.14,795
515,29.78,109
516,31.86,766
517,26.52,881
518,85.78,899
519,87.13,735
520,67.31,492
521,35.28,714
522,30.02,820
523,10.29,663
524,62.21,938
525,47.52,631
526,72.07,234
527,38.16,571
528,23.59,759
529,10.57,996
530,63.73,236
531,20.46,388
532,80.5,608
533,79.79,609
534,24.94,268
535,18.99,550
536,91.88,650
537,91.15,654
538,33.16,677
539,14.44,617
540,11.31,734
541,83.16,513
542,13.2,795
543,47.37,492
544,37.17,283
545,99.76,271
546,36.21,854
547,98.22,682
548,26.7,895
549,20.9,799
550,65.95,172
551,46.56,330
552,19.05,958
553,54.31,612
554,57.12,749
555,59.44,494
556,65.94,601
557,10.32,798
558,29.32,420
559,13.75,694
560,29.32,154
561,56.07,249
562,43.93,547
563,27.54,637
564,85.95,383
565,77.2,396
566,22.56,787
567,23.34,951
568,47.9,349
569,17.67,444
570,96.27,399
571,96.31,321
572,65.76,696
573,46.26,624
574,75.06,759
575,31.29,189
576,12.22,796
577,30.42,565
578,15.15,665
579,69.76,744
580,75.02,640
581,98.33,835
582,69.22,367
583,27.6,835
584,86.69,604
585,91.3,988
586,99.27,963
587,97.94,561
588,59.48,770
589,54.05,607
590,62.58,362
591,67.98,119
592,76.91,124
593,68.93,259
594,38.34,232
595,32.39,574
596,68.61,684
597,17.85,756
598,12.14,293
599,28.67,518
600,71.33,848
601,78.77,969
602,96.02,463
603,38.39,626
604,49.12,779
605,22.8,644
606,65.47,368
607,29.56,290
608,32.63,239
609,47.24,259
610,84.27,555
611,34.66,314
612,84.62,679
613,21.14,179
614,30.51,494
615,62.75,975
616,14.99,774
617,52.74,711
618,98.93,571
619,78.85,842
620,25.84,605
621,76.32,128
622,79.89,875
623,10.24,126
624,76.28,268
625,49.73,197
626,49.57,653
627,26.26,954
628,72.77,196
629,38.6,174
630,14.75,598
631,18.19,647
632,12.01,829
633,35.73,981
634,70.04,793
635,79.94,323
636,14.47,479
637,52.18,563
638,18.14,899
639,33.66,167
640,26.04,420
641,12.93,188
642,26.6,437
643,20.91,835
644,88.25,455
645,85.34,718
646,50.73,313
647,24.31,214
648,74.5,889
649,14.66,664
650,28.88,642
651,37.74,261
652,92.66,535
653,92.17,815
654,59.43,130
655,50.83,244
656,91.65,661
657,15.5,896
658,15.38,353
659,39.29,856
660,72.86,837
661,27.84,640
662,88.24,620
663,53.46,504
664,62.94,231
665,63.82,386
666,26.96,794
667,45.22,128
668,11.5,834
669,95.77,732
670,52.17,709
671,25.11,738
672,94.91,639
673,58.76,541
674,17.17,732
675,38.66,221
676,41.95,820
677,56.38,359
678,51.77,347
679,34.08,837
680,94.83,906
681,38.1,916
682,46.31,887
683,92.15,824
684,28.01,448
685,91.71,105
686,36.65,741
687,22.6,154
688,75.91,554
689,21.24,156
690,48.81,420
691,22.89,863
692,79.47,166
693,35.2,423
694,68.91,816
695,41.18,789
696,64.45,710
697,27.45,132
698,70.33,854
699,66.3,235
700,72.43,785
701,49.53,198
702,90.07,443
703,77.0,858
704,81.71,301
705,35.39,922
706,66.14,487
707,31.56,313
708,33.42,401
709,90.59,459
710,18.92,376
711,74.59,600
712,90.42,530
713,17.76,262
714,93.94,564
715,51.26,874
716,61.27,803
717,47.81,462
718,99.64,805
719,41.91,187
720,59.54,497
721,43.55,820
722,27.64,830
723,37.51,168
724,61.03,878
725,37.16,647
726,62.12,817
727,28.75,160
728,45.82,126
729,67.15,130
730,15.77,735
731,25.66,510
732,84.45,218
733,22.94,738
734,76.01,594
735,97.0,807
736,53.86,248
737,92.78,537
738,43.79,891
739,10.92,570
740,99.39,951
741,82.56,383
742,98.32,233
743,64.44,711
744,13.15,361
745,34.3,867
746,21.86,645
747,15.94,591
748,27.88,713
749,15.88,648
750,95.08,227
751,89.26,182
752,68.52,331
753,32.06,105
754,21.52,986
755,53.52,994
756,56.28,179
757,58.06,123
758,20.99,949
759,50.7,693
760,36.72,558
761,79.58,516
762,76.66,558
763,31.75,563
764,71.0,711
765,11.43,595
766,42.51,513
767,48.79,374
768,34.42,111
769,78.61,420
770,75.42,724
771,97.29,864
772,94.35,992
773,40.83,291
774,88.28,955
775,53.08,344
776,75.76,243
777,45.6,809
778,76.84,581
779,36.95,133
780,81.77,700
781,81.88,501
782,90.18,827
783,74.99,861
784,76.5,696
785,80.56,669
786,33.19,598
787,91.61,171
788,45.54,958
789,42.49,939
790,69.02,236
791,70.63,633
792,31.96,605
793,35.82,635
794,91.61,760
795,16.09,399
796,94.18,512
797,55.16,722
798,24.65,959
799,42.92,443
800,85.22,884
801,34.01,166
802,31.9,924
803,38.52,404
804,85.3,540
805,33.86,723
806,50.48,394
807,73.94,802
808,55.8,990
809,76.79,401
810,88.78,637
811,45.99,436
812,79.92,174
813,61.92,469
814,56.05,755
815,27.66,732
816,73.67,581
817,31.82,820
818,84.37,741
819,88.68,594
820,93.51,853
821,18.15,486
822,17.14,566
823,50.32,944
824,76.61,480
825,30.43,279
826,16.99,851
827,14.37,676
828,18.61,728
829,11.05,460
830,90.97,852
831,90.69,970
832,64.93,481
833,15.63,739
834,25.64,205
835,98.51,494
836,17.24,932
837,82.22,622
838,87.63,488
839,82.15,823
840,35.71,189
841,25.73,170
842,63.69,896
843,37.33,607
844,74.13,823
845,92.52,810
846,39.71,327
847,43.37,812
848,61.56,770
849,30.67,456
850,48.03,385
851,59.0,583
852,14.52,736
853,60.74,328
854,27.76,759
855,41.75,386
856,35.66,912
857,36.03,962
858,87.33,379
859,44.97,103
860,93.8,508
861,31.94,738
862,38.73,805
863,66.36,108
864,38.28,346
865,32.33,449
866,45.08,199
867,42.69,741
868,91.62,603
869,10.32,171
870,38.99,525
871,25.95,861
872,77.01,636
873,98.63,789
874,93.95,504
875,26.66,177
876,47.07,871
877,97.77,700
878,26.59,769
879,83.95,217
880,13.87,124
881,52.84,286
882,43.21,432
883,17.66,476
884,83.15,659
885,43.12,947
886,54.53,233
887,82.8,756
888,90.81,568
889,24.87,244
890,32.27,900
891,14.89,630
892,73.92,851
893,34.81,303
894,48.38,435
895,10.98,700
896,54.35,437
897,95.79,966
898,98.0,739
899,96.99,241
900,81.43,836
901,36.66,216
902,14.18,557
903,17.63,666
904,52.83,583
905,19.98,406
906,94.5,481
907,41.82,269
908,46.44,876
909,72.86,972
910,21.59,218
911,99.88,623
912,93.75,483
913,30.7,892
914,70.54,148
915,71.38,997
916,68.15,197
917,54.34,194
918,37.54,240
919,21.79,251
920,18.37,148
921,90.65,435
922,56.28,596
923,72.57,179
924,26.95,619
925,36.11,304
926,61.48,321
927,12.72,892
928,79.65,396
929,91.48,984
930,49.55,281
931,84.6,424
932,26.65,778
933,57.12,412
934,63.31,804
935,27.96,190
936,50.6,742
937,11.21,443
938,75.72,704
939,34.77,116
940,67.94,952
941,64.79,765
942,12.28,794
943,61.73,461
944,61.99,657
945,20.66,961
946,79.84,342
947,63.03,155
948,70.39,426
949,16.99,186
950,29.15,863
951,61.1,580
952,35.63,594
953,59.96,159
954,46.01,290
955,15.11,460
956,75.55,889
957,85.52,519
958,68.51,983
959,64.43,977
960,28.89,889
961,68.58,239
962,49.65,175
963,23.56,781
964,99.59,762
965,87.77,323
966,94.43,791
967,80.28,595
968,66.26,890
969,79.16,679
970,62.04,269
971,44.49,414
972,12.74,488
973,16.66,899
974,58.32,910
975,79.19,102
976,53.91,570
977,11.21,348
978,75.73,795
979,91.55,395
980,22.72,344
981,48.89,506
982,78.39,491
983,95.98,477
984,92.65,905
985,58.91,797
986,49.82,480
987,68.43,349
988,18.09,554
989,34.89,440
990,14.51,941
991,41.72,418
992,20.51,901
993,57.87,486
994,13.82,469
995,64.97,328
996,98.1,992
997,23.27,344
998,11.06,977
999,78.27,418
1000,80.09,922
